"SalePrice","LotArea","TotalBsmtSF","MoSold","BedroomAbvGr","FullBath","YearBuilt","PavedDrive","MSZoning","LandContour","BldgType","ExterQual","Functional"
250000,11428,1626,5,3,2,2006,"Y","RL","Lvl","1Fam","Gd","Typ"
187000,9291,832,6,3,2,1993,"Y","RL","Lvl","1Fam","Gd","Typ"
212000,6820,1488,6,1,1,1985,"Y","RL","Lvl","TwnhsE","Gd","Typ"
148000,3675,547,6,2,1,2005,"Y","RM","Lvl","TwnhsE","TA","Typ"
132500,8480,970,7,2,1,1963,"Y","RL","Lvl","1Fam","TA","Typ"
208900,13125,1478,4,3,2,1997,"Y","RL","Lvl","1Fam","TA","Typ"
380000,13693,2153,3,3,2,2006,"Y","RL","Lvl","1Fam","Other","Typ"
297000,10637,1705,9,3,2,2007,"Y","RL","Lvl","1Fam","Gd","Typ"
89471,5925,907,3,2,1,1937,"Y","RM","Bnk","1Fam","TA","Typ"
326000,16033,1833,3,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
374000,11846,1792,8,2,2,2003,"Y","RL","HLS","1Fam","Gd","Typ"
155000,2500,910,6,4,1,1915,"Y","RM","Lvl","1Fam","Gd","Other"
132500,7758,999,3,3,1,1962,"Y","RL","Lvl","1Fam","TA","Typ"
147000,9600,1113,7,3,1,1950,"Y","RL","Lvl","1Fam","Gd","Typ"
156000,10289,1073,6,3,1,1965,"Y","RL","Lvl","1Fam","TA","Typ"
175000,12243,1484,2,3,2,1971,"Y","RL","Lvl","1Fam","TA","Typ"
160000,10800,954,5,3,2,1900,"Other","RL","Lvl","2fmCon","TA","Other"
86000,1526,630,5,1,1,1970,"Y","RM","Lvl","Twnhs","TA","Typ"
115000,2665,264,6,3,1,1976,"Y","RM","Lvl","TwnhsE","TA","Typ"
133000,9490,806,8,3,1,1941,"Y","RL","Lvl","1Fam","TA","Typ"
172785,15578,728,5,3,2,2006,"Y","RL","Lvl","1Fam","Gd","Typ"
155000,7931,1269,6,3,1,1960,"Y","RL","Lvl","1Fam","TA","Typ"
91300,5784,190,12,2,1,1938,"Y","RM","Lvl","1Fam","TA","Typ"
430000,12692,3200,5,4,3,1992,"Y","RL","Lvl","1Fam","Gd","Typ"
184000,9120,1026,6,4,2,1925,"Other","RL","Lvl","1Fam","TA","Typ"
130000,7800,864,6,3,1,1967,"Y","RL","Lvl","1Fam","TA","Typ"
113000,1890,672,5,3,1,1973,"Y","RM","Lvl","Twnhs","TA","Typ"
226700,9803,866,2,3,2,2005,"Y","Other","Lvl","1Fam","Gd","Typ"
140000,9170,1214,4,2,1,1965,"Y","RL","Lvl","1Fam","TA","Typ"
147000,2308,855,6,3,2,1974,"Y","RL","Lvl","TwnhsE","TA","Typ"
124500,7596,960,7,4,2,1952,"Other","RM","Lvl","Duplex","TA","Typ"
208300,7862,1218,9,2,2,2009,"Y","Other","Lvl","1Fam","Gd","Typ"
161000,9600,689,10,3,2,1928,"Other","RM","Lvl","1Fam","TA","Typ"
164900,14559,1008,6,2,1,1951,"Y","RL","Lvl","1Fam","Gd","Other"
134000,9187,1084,6,3,1,1983,"Y","RL","Bnk","1Fam","TA","Typ"
96500,10594,768,6,2,1,1926,"Y","RL","Lvl","1Fam","TA","Typ"
402861,12220,2006,9,3,2,2009,"Y","RL","Lvl","1Fam","Other","Typ"
265000,10208,1264,7,3,2,1996,"Y","RL","Lvl","1Fam","Gd","Typ"
211000,9531,794,5,3,2,1998,"Y","RL","Lvl","1Fam","TA","Typ"
234000,10918,1276,6,3,1,1926,"Y","RL","Lvl","1Fam","Gd","Typ"
315750,11787,1379,8,3,2,1996,"Y","RL","Lvl","1Fam","Gd","Typ"
176000,7500,1257,4,3,2,2005,"Y","Other","Lvl","1Fam","Gd","Typ"
446261,14948,1452,11,3,2,2008,"Y","RL","Lvl","1Fam","Other","Typ"
175000,10200,1461,8,3,2,1988,"Y","RL","Lvl","1Fam","Gd","Typ"
128000,6155,611,6,3,2,1920,"Y","RM","Lvl","1Fam","TA","Typ"
107500,7200,0,4,2,1,1955,"Y","RL","Lvl","1Fam","TA","Other"
178000,9056,707,10,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
111250,12735,864,4,3,1,1972,"Y","RL","Lvl","1Fam","TA","Typ"
158000,11553,1051,7,3,1,1968,"Y","RL","Lvl","1Fam","TA","Typ"
315000,14601,1838,3,2,2,2006,"Y","RL","Lvl","1Fam","Other","Typ"
248000,11000,969,6,4,2,2000,"Y","RL","Lvl","1Fam","Gd","Typ"
213250,10140,1650,6,3,2,1998,"Y","RL","Lvl","1Fam","Gd","Other"
133000,4058,723,6,1,1,1998,"Y","Other","Lvl","TwnhsE","TA","Typ"
179665,17104,654,9,3,2,2006,"Y","RL","Lvl","1Fam","Gd","Typ"
229000,13837,1204,2,4,2,1988,"Y","RL","Lvl","1Fam","Gd","Typ"
210000,8737,1065,5,3,1,1923,"Y","RL","Bnk","1Fam","TA","Typ"
129500,7244,768,4,2,1,1970,"Y","RL","Lvl","1Fam","TA","Typ"
263000,9375,912,11,4,2,2003,"Y","Other","Lvl","1Fam","Gd","Typ"
140000,4043,1069,10,2,2,1977,"Y","RL","Lvl","TwnhsE","TA","Typ"
112500,6000,928,6,3,1,1957,"Y","RM","Lvl","1Fam","TA","Typ"
284000,10625,998,8,3,2,2003,"Y","RL","Lvl","1Fam","Gd","Typ"
113000,6380,993,8,2,1,1922,"Y","RM","Lvl","1Fam","TA","Typ"
108000,11040,637,9,3,1,1920,"Y","Other","Low","1Fam","TA","Typ"
234000,3196,1374,10,2,2,2003,"Y","RL","Lvl","TwnhsE","Gd","Typ"
121500,11341,1392,5,3,1,1957,"Y","RL","Lvl","1Fam","TA","Other"
170000,10010,1389,4,2,1,1974,"Y","RL","Lvl","1Fam","TA","Typ"
185000,21780,1163,7,4,2,1918,"Other","RL","Lvl","1Fam","TA","Typ"
268000,13346,1095,7,4,2,1992,"Y","RL","Lvl","1Fam","Gd","Typ"
325000,11198,1122,6,4,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
214000,10171,1517,3,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
135960,7032,943,12,2,1,1979,"Y","RL","Lvl","Duplex","TA","Typ"
142600,13101,1728,11,6,2,1965,"Y","RL","Lvl","Duplex","TA","Typ"
170000,9967,384,12,3,2,2000,"Y","RL","Lvl","1Fam","TA","Typ"
139000,10500,372,12,3,1,1971,"Y","RL","Lvl","1Fam","TA","Typ"
118500,8480,832,10,2,1,1947,"Y","RL","Lvl","1Fam","TA","Typ"
146000,3604,689,2,2,2,2007,"Y","Other","Lvl","TwnhsE","Gd","Typ"
131500,12150,1050,11,4,2,1954,"Y","RM","Lvl","1Fam","TA","Typ"
181900,14585,1144,6,3,1,1960,"Y","RL","Lvl","1Fam","TA","Typ"
253293,12704,2042,8,3,2,2008,"Y","RL","Lvl","1Fam","Other","Typ"
325000,13500,1237,7,3,3,1893,"Y","RM","Lvl","1Fam","Other","Typ"
133000,6120,884,7,3,1,1935,"Y","RM","Lvl","1Fam","TA","Typ"
130000,10267,816,5,2,1,1918,"Other","RL","Lvl","1Fam","TA","Typ"
137000,8740,840,7,2,1,1982,"Y","RL","Lvl","1Fam","TA","Typ"
143000,25095,1437,6,1,1,1968,"Y","RL","Low","1Fam","TA","Typ"
79500,9100,742,8,2,1,1930,"Other","RM","Lvl","1Fam","TA","Typ"
451950,13478,1722,6,3,2,2008,"Y","RL","Lvl","1Fam","Other","Typ"
138000,6600,816,6,2,1,1982,"Y","RL","Lvl","1Fam","TA","Typ"
140000,4435,848,5,1,1,2003,"Y","RM","Lvl","TwnhsE","Gd","Typ"
110000,7990,924,4,3,1,1975,"Y","RL","Lvl","1Fam","TA","Typ"
319000,11302,1814,8,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
194201,3922,1258,2,2,0,2006,"Y","RL","Lvl","TwnhsE","Gd","Typ"
151000,1950,716,7,3,2,1980,"Y","RM","Lvl","Twnhs","TA","Typ"
141000,9000,780,12,3,1,1937,"Other","RM","Bnk","1Fam","TA","Typ"
220000,10041,908,2,3,2,1992,"Y","RL","Lvl","1Fam","Gd","Typ"
151000,3182,600,6,2,2,2004,"Y","Other","Lvl","TwnhsE","Gd","Typ"
221000,12803,1494,9,3,2,2002,"Y","RL","Lvl","1Fam","Gd","Typ"
205000,13600,768,10,3,2,1965,"Y","RL","Lvl","1Fam","TA","Typ"
225000,7800,896,8,3,3,1948,"Y","RL","Bnk","1Fam","TA","Typ"
359100,12168,965,9,4,2,1934,"Y","RL","HLS","1Fam","TA","Typ"
118500,7943,1029,4,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
313000,11050,1440,5,3,2,2000,"Y","RL","Lvl","1Fam","Gd","Typ"
148000,10395,1032,7,3,2,1978,"Y","RL","Lvl","1Fam","TA","Typ"
261500,11885,1299,11,3,2,2001,"Y","RL","Lvl","1Fam","Gd","Typ"
137500,8800,936,5,3,1,1963,"Y","RL","Lvl","1Fam","TA","Typ"
183200,7861,783,6,3,2,2002,"Y","RL","Lvl","1Fam","Gd","Typ"
314813,11694,1822,7,3,2,2007,"Y","RL","Lvl","1Fam","Other","Typ"
305000,12244,1482,8,4,2,2003,"Y","RL","Lvl","1Fam","Gd","Typ"
240000,10800,1522,6,4,2,1974,"Y","RL","Lvl","1Fam","TA","Typ"
160000,10000,1116,2,3,1,1962,"Y","RL","Lvl","1Fam","TA","Typ"
139900,12342,978,8,3,1,1960,"Y","RL","Lvl","1Fam","TA","Other"
153000,9600,1156,3,3,1,1955,"Y","RL","Lvl","1Fam","TA","Typ"
168500,9020,1248,6,3,1,1964,"Y","RL","Lvl","1Fam","TA","Typ"
124000,9000,636,6,3,1,1880,"Other","RM","Lvl","1Fam","TA","Typ"
209500,4590,1554,8,2,2,2006,"Y","RL","Lvl","Twnhs","Gd","Typ"
82500,11900,1386,4,3,2,1977,"Y","RL","Lvl","1Fam","TA","Typ"
139400,9250,1056,7,3,1,1954,"Y","RL","Lvl","1Fam","TA","Typ"
144000,6979,1056,6,0,0,1980,"Y","RL","Lvl","Duplex","TA","Typ"
93000,6000,811,11,3,2,1954,"Y","RM","Lvl","2fmCon","TA","Typ"
274000,12677,1518,4,1,1,2003,"Y","RL","Lvl","TwnhsE","Other","Typ"
345000,13860,1952,7,4,2,1972,"Y","RL","Lvl","1Fam","Gd","Typ"
370878,9187,1766,10,2,2,2009,"Y","Other","Lvl","1Fam","Other","Typ"
143250,10530,981,3,3,1,1971,"Y","RL","Lvl","1Fam","TA","Typ"
98300,7200,0,7,3,1,1950,"Y","RL","Lvl","1Fam","TA","Other"
155000,10452,1094,6,3,1,1953,"Y","RL","Lvl","1Fam","TA","Typ"
108000,9084,755,10,4,1,1940,"Other","RL","Lvl","1Fam","TA","Typ"
191000,8750,880,7,2,2,1996,"Y","RL","Lvl","1Fam","Gd","Typ"
135000,10320,756,6,3,1,1906,"Y","RM","Lvl","1Fam","TA","Typ"
350000,10437,2109,8,2,2,1995,"Y","RL","Lvl","1Fam","Gd","Typ"
149000,7200,776,2,3,1,1931,"Other","RL","HLS","1Fam","TA","Typ"
97500,17503,912,1,3,1,1948,"Y","RL","Lvl","1Fam","TA","Typ"
197900,12384,793,11,3,2,1976,"Y","RL","Lvl","1Fam","TA","Typ"
402000,46589,1629,7,4,2,1994,"Y","RL","Lvl","1Fam","Gd","Typ"
110000,13560,1392,7,2,1,1968,"Y","RL","Lvl","1Fam","TA","Other"
137500,10012,1138,4,3,2,1972,"Y","RL","Lvl","1Fam","TA","Typ"
423000,20896,2077,1,1,1,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
230500,11194,1406,11,3,2,2000,"Y","RL","Lvl","1Fam","Gd","Typ"
129000,18450,1021,8,3,2,1965,"Y","RL","Lvl","1Fam","TA","Other"
168000,14175,1188,11,3,1,1956,"Y","RL","Bnk","1Fam","TA","Other"
137500,11600,700,7,2,1,1922,"Y","RL","Lvl","1Fam","TA","Typ"
173500,8633,738,2,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
103600,6629,672,7,3,2,1925,"Y","Other","Lvl","1Fam","TA","Typ"
165000,11250,1208,6,3,1,1977,"Y","RL","Lvl","1Fam","Gd","Typ"
257500,14442,1477,6,3,2,1957,"Y","RL","Lvl","1Fam","TA","Typ"
140000,9200,1136,7,3,1,1965,"Y","RL","Lvl","1Fam","TA","Typ"
148500,2289,855,4,3,2,1978,"Y","RL","Lvl","Twnhs","TA","Typ"
109500,9022,768,5,2,1,1924,"Other","RL","Lvl","1Fam","Gd","Typ"
372500,11844,2046,7,3,2,2008,"Y","RL","Lvl","1Fam","Gd","Typ"
143000,8012,923,5,2,2,1980,"Y","RL","Lvl","TwnhsE","TA","Typ"
173000,2887,1291,11,2,1,1996,"Y","RL","HLS","1Fam","TA","Typ"
285000,11248,1626,7,3,2,2002,"Y","RL","Lvl","1Fam","Gd","Typ"
221000,16770,1195,6,4,2,1998,"Y","RL","Lvl","1Fam","Gd","Typ"
207500,5062,1190,9,3,2,1984,"Y","RL","Lvl","TwnhsE","Gd","Other"
148800,5105,551,3,2,2,2004,"Y","Other","Lvl","TwnhsE","Gd","Typ"
392000,8089,1419,10,2,2,2007,"Y","RL","HLS","1Fam","Gd","Typ"
194700,7577,1362,6,2,2,2005,"Y","RL","Lvl","TwnhsE","Gd","Typ"
335000,26178,1210,4,4,2,1989,"Y","RL","Lvl","1Fam","Gd","Typ"
141500,6120,927,4,3,1,1936,"Y","RM","Lvl","1Fam","TA","Typ"
123500,6420,980,9,2,1,1952,"Y","RL","Lvl","1Fam","TA","Typ"
138500,8450,894,4,3,1,1965,"Y","RL","Lvl","1Fam","TA","Typ"
196000,4282,1391,7,2,2,2004,"Y","Other","Lvl","TwnhsE","Gd","Typ"
312500,14331,1800,5,3,2,2002,"Y","RL","Lvl","1Fam","Gd","Typ"
140000,9600,1164,7,3,1,1969,"Y","RL","Lvl","1Fam","TA","Typ"
361919,12438,1234,7,4,2,2006,"Y","RL","Lvl","1Fam","Other","Typ"
140000,7630,360,5,4,2,1900,"Other","RM","Lvl","2fmCon","TA","Typ"
213000,8400,1473,5,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
179540,9018,728,7,3,2,2007,"Y","RL","Lvl","1Fam","Gd","Typ"
109900,7162,876,12,3,1,1966,"Y","RL","Lvl","1Fam","TA","Typ"
102776,8712,859,1,2,1,1900,"Other","Other","HLS","1Fam","TA","Typ"
129000,9873,960,5,3,1,1970,"Y","RL","Lvl","2fmCon","TA","Typ"
130500,13517,725,3,3,2,1976,"Y","RL","Lvl","1Fam","Gd","Typ"
165000,10140,1064,8,3,2,1974,"Y","RL","Lvl","1Fam","TA","Typ"
159500,10800,718,7,3,1,1890,"Other","RM","Bnk","1Fam","TA","Typ"
341000,10542,1311,8,3,2,1993,"Y","RL","Lvl","1Fam","Gd","Typ"
128500,9920,971,5,3,1,1969,"Y","RL","Lvl","1Fam","TA","Typ"
124500,8120,864,7,3,1,1970,"Y","RL","Lvl","1Fam","TA","Typ"
135000,8172,941,5,4,2,1954,"Y","RL","Lvl","1Fam","TA","Typ"
320000,13286,1698,2,3,2,2007,"Y","RL","Lvl","1Fam","Other","Typ"
194500,7314,1232,2,2,2,2007,"Y","RL","Lvl","1Fam","Gd","Typ"
110000,11475,1584,7,4,2,1958,"Y","RL","Lvl","Duplex","TA","Typ"
103000,6240,780,1,2,1,1925,"Y","RM","Lvl","1Fam","TA","Typ"
236500,5389,1595,3,2,2,1995,"Y","RL","Lvl","TwnhsE","Gd","Typ"
222500,11404,1153,7,3,2,1998,"Y","RL","Lvl","1Fam","Gd","Typ"
131400,10000,864,3,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
108000,8978,948,5,3,1,1968,"Y","RL","Lvl","1Fam","TA","Typ"
163000,10800,880,10,2,1,1914,"Other","RM","Lvl","1Fam","TA","Typ"
93500,8544,0,7,2,2,1950,"Y","RL","Lvl","Duplex","TA","Typ"
239900,10463,893,6,3,2,2005,"Y","RL","HLS","1Fam","Gd","Typ"
190000,9313,864,4,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
132000,9600,264,5,2,2,1910,"Y","RM","Lvl","1Fam","TA","Typ"
142000,6768,912,5,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
179000,8450,1349,12,3,2,2000,"Y","RL","Lvl","1Fam","TA","Typ"
175000,12886,520,10,3,2,1963,"Y","RL","Lvl","1Fam","TA","Other"
180000,5395,1337,10,2,2,1993,"Y","RL","HLS","TwnhsE","Gd","Typ"
299800,8963,1142,7,4,3,1976,"Y","RL","Lvl","1Fam","Other","Typ"
236000,8795,952,4,4,2,2000,"Y","RL","Lvl","1Fam","Gd","Typ"
265979,11700,1240,5,4,1,1880,"Other","RM","Lvl","1Fam","Gd","Typ"
260400,10593,1720,3,3,2,1996,"Y","RL","Lvl","1Fam","Gd","Typ"
217000,9236,1479,7,3,2,1997,"Y","RL","Lvl","1Fam","TA","Typ"
275500,10240,1030,3,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
156000,7930,1026,7,3,1,1969,"Y","RL","Lvl","1Fam","TA","Typ"
212000,10769,866,4,3,2,2007,"Y","RL","Lvl","1Fam","Gd","Typ"
158900,11616,672,4,3,2,1978,"Y","RL","Lvl","1Fam","TA","Typ"
179400,2280,744,8,3,2,1999,"Y","Other","Lvl","Twnhs","TA","Typ"
290000,12257,1318,11,4,2,1995,"Y","RL","Lvl","1Fam","Gd","Typ"
127500,9100,864,10,2,1,1959,"Y","RL","Lvl","1Fam","TA","Typ"
1e+05,6911,1145,10,2,1,1924,"Y","RM","Lvl","1Fam","TA","Other"
215200,8640,756,6,3,2,2009,"Y","Other","Lvl","1Fam","TA","Typ"
270000,9549,1494,4,2,1,1995,"Y","RL","Lvl","TwnhsE","Gd","Typ"
196500,10421,980,3,3,2,1988,"Y","RL","Lvl","1Fam","TA","Typ"
160000,12508,983,7,4,2,1940,"Y","RL","Lvl","1Fam","TA","Other"
216837,9100,1860,10,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
538000,53504,1650,6,4,3,2003,"Y","RL","HLS","1Fam","Other","Other"
102000,8877,836,4,2,1,1951,"Y","RL","Lvl","1Fam","TA","Typ"
107000,7819,1029,3,3,1,1976,"Y","RL","Lvl","1Fam","TA","Typ"
114500,10150,912,7,2,1,1958,"Y","RL","Lvl","1Fam","TA","Typ"
395000,14226,1935,7,3,2,2006,"Y","RL","Lvl","1Fam","Gd","Typ"
162000,4500,1204,6,2,2,1998,"Y","RM","Lvl","TwnhsE","TA","Typ"
221500,11210,1614,7,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
144000,8400,0,10,4,2,1977,"Y","Other","Lvl","Duplex","TA","Typ"
135000,10530,975,5,2,1,1977,"Y","RL","Lvl","Duplex","TA","Typ"
175900,7153,761,7,3,2,1992,"Y","RL","Lvl","1Fam","Gd","Typ"
165500,9101,1097,7,1,1,1978,"Y","RL","Lvl","1Fam","TA","Typ"
161500,9790,1372,9,3,2,1967,"Y","RL","Lvl","1Fam","TA","Typ"
139000,10800,686,6,4,2,1915,"Y","RM","Lvl","1Fam","TA","Typ"
160200,3182,1145,9,2,2,2005,"Y","RL","Lvl","TwnhsE","Gd","Typ"
146800,11333,1029,5,3,1,1976,"Y","RL","Lvl","1Fam","TA","Typ"
269790,9920,1117,6,3,2,1996,"Y","RL","Lvl","1Fam","Gd","Typ"
194500,10832,712,10,3,2,1994,"Y","RL","Lvl","1Fam","Gd","Typ"
175000,7200,731,6,3,1,1937,"Y","RL","Lvl","1Fam","TA","Typ"
189000,8199,728,10,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
582933,13891,1734,1,4,3,2008,"Y","RL","Lvl","1Fam","Other","Typ"
118000,9000,936,6,2,1,1954,"Y","RL","Lvl","1Fam","TA","Other"
135500,9750,980,10,3,2,1967,"Y","RL","Lvl","1Fam","TA","Typ"
223500,21384,1324,5,3,1,1923,"Y","RL","Lvl","1Fam","TA","Typ"
159950,13400,1024,6,3,1,1966,"Y","RL","Lvl","1Fam","TA","Typ"
106000,8100,849,11,2,2,1898,"Other","RM","Lvl","1Fam","TA","Typ"
144500,4438,848,6,1,1,2004,"Y","RM","Lvl","TwnhsE","Gd","Typ"
55993,8712,540,6,2,1,1952,"Other","Other","Bnk","1Fam","Other","Typ"
157900,9750,1442,4,4,1,1958,"Y","RL","Lvl","1Fam","TA","Typ"
271000,13265,1568,7,3,2,2002,"Y","RL","Lvl","1Fam","Gd","Typ"
155000,8816,1010,6,3,1,1971,"Y","RL","Lvl","1Fam","TA","Typ"
93000,6000,936,2,2,1,1953,"Y","RM","Bnk","2fmCon","Other","Other"
139500,9900,778,7,3,2,1940,"Y","RL","Lvl","1Fam","TA","Typ"
232600,11216,1489,6,3,2,2006,"Y","Other","Lvl","1Fam","Gd","Typ"
385000,14803,2078,6,2,2,2007,"Y","RL","Lvl","1Fam","Other","Typ"
147400,2544,600,7,2,2,2005,"Y","Other","Lvl","Twnhs","Gd","Typ"
166000,11900,1392,6,3,1,1957,"Y","RL","Lvl","1Fam","TA","Typ"
237000,9548,941,1,3,2,2003,"Y","RL","Lvl","1Fam","Gd","Typ"
167000,10004,1516,2,3,1,1964,"Y","RL","Lvl","1Fam","TA","Typ"
139950,7875,1144,9,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
128000,9600,1067,2,2,2,1950,"Y","RL","Lvl","1Fam","TA","Other"
153500,8100,1559,6,2,1,1948,"Y","RM","Lvl","1Fam","TA","Other"
144000,9525,1099,6,3,1,1995,"Y","RL","Lvl","1Fam","TA","Typ"
130500,11767,768,5,3,1,1946,"Y","RL","Lvl","1Fam","TA","Typ"
140000,12155,672,3,4,2,1925,"Other","Other","Lvl","1Fam","TA","Typ"
157500,10440,650,6,3,2,1904,"Other","RM","Lvl","1Fam","TA","Typ"
174900,9020,1127,5,3,1,1966,"Y","RL","Lvl","1Fam","TA","Typ"
153900,12665,876,6,4,1,1915,"Y","RM","Lvl","1Fam","TA","Typ"
171000,16647,1390,1,3,2,1975,"Y","RL","Lvl","1Fam","TA","Other"
213000,9317,740,7,3,2,1993,"Y","RL","Lvl","1Fam","Gd","Typ"
133500,15523,864,8,3,1,1972,"Y","RL","Lvl","1Fam","TA","Typ"
240000,45600,907,9,5,3,1908,"Y","RL","Bnk","1Fam","TA","Typ"
187000,9600,528,8,3,2,1976,"Y","RL","Lvl","1Fam","Gd","Typ"
131500,4435,848,11,1,1,2003,"Y","RM","Lvl","TwnhsE","Gd","Typ"
215000,3196,1273,5,2,2,2003,"Y","RL","Lvl","TwnhsE","Gd","Typ"
164000,7128,918,8,4,2,1941,"Y","RL","Lvl","1Fam","TA","Typ"
127000,6897,1040,4,3,1,1962,"Y","RL","Lvl","1Fam","TA","Typ"
147000,10970,940,10,3,1,1978,"Y","RL","Low","1Fam","TA","Typ"
174000,8125,702,3,3,2,1994,"Y","RL","Lvl","1Fam","TA","Typ"
152000,10400,1090,6,3,2,1976,"Y","RL","Lvl","1Fam","TA","Typ"
250000,11029,1054,8,4,2,1968,"Y","RL","Lvl","1Fam","TA","Typ"
189950,7642,912,6,3,1,1918,"Y","RL","Lvl","1Fam","Gd","Typ"
152000,9672,1040,5,3,2,1984,"Y","RL","Lvl","1Fam","TA","Typ"
132500,7931,1148,7,3,1,1959,"Y","RL","Lvl","1Fam","TA","Typ"
248900,10656,1638,11,3,2,2006,"Y","RL","HLS","1Fam","Gd","Typ"
129000,6970,1040,5,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
169000,14762,0,5,2,2,1948,"Other","RL","Lvl","1Fam","TA","Typ"
236000,9938,1050,6,3,2,1993,"Y","RL","Lvl","1Fam","Gd","Typ"
200500,8750,804,6,3,2,1998,"Y","RL","Lvl","1Fam","TA","Typ"
303477,9000,1184,8,4,2,2007,"Y","Other","Lvl","1Fam","Gd","Typ"
132250,25286,1064,1,3,1,1963,"Y","RL","HLS","1Fam","TA","Typ"
350000,8834,1462,6,4,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
136500,7000,864,7,3,1,1978,"Y","RL","Lvl","1Fam","Gd","Typ"
157000,7024,1090,6,2,1,2005,"Y","RL","Lvl","1Fam","TA","Typ"
187500,13758,1156,4,3,2,1990,"Y","RL","Lvl","1Fam","Gd","Typ"
178000,9636,808,12,3,2,1992,"Y","RL","Lvl","1Fam","TA","Typ"
118500,6204,795,3,5,1,1912,"Y","RL","Bnk","1Fam","Gd","Typ"
328900,5119,1698,1,2,2,1999,"Y","Other","Lvl","TwnhsE","Gd","Typ"
145000,8393,1626,6,4,2,1959,"Y","RL","Lvl","Duplex","TA","Typ"
135500,16466,816,4,3,1,1955,"Y","RL","Lvl","1Fam","TA","Typ"
268000,15865,2217,10,4,2,1970,"Y","RL","Lvl","1Fam","Gd","Typ"
122900,8064,672,7,3,1,1949,"Y","RL","Lvl","1Fam","TA","Typ"
172500,11184,918,7,3,2,1978,"Y","RL","Lvl","1Fam","TA","Typ"
154500,8414,1059,2,3,1,1963,"Y","RL","Lvl","1Fam","TA","Typ"
165000,13284,1383,6,3,1,1954,"Y","RL","Lvl","1Fam","TA","Typ"
118858,7018,0,6,4,2,1979,"Y","RL","Bnk","Duplex","TA","Typ"
142953,7018,0,6,6,2,1979,"Y","RL","Lvl","Duplex","TA","Typ"
611657,12919,2330,3,2,2,2009,"Y","RL","Lvl","1Fam","Other","Typ"
135000,6993,912,6,3,1,1961,"Y","RL","Lvl","1Fam","TA","Typ"
153000,8712,992,5,2,1,1957,"Y","RL","Lvl","1Fam","TA","Typ"
180000,7875,783,7,3,2,2003,"Y","RL","Lvl","1Fam","Gd","Typ"
255000,13501,1623,6,3,2,2006,"Y","RL","Lvl","1Fam","Gd","Typ"
250000,11500,1017,6,3,1,1936,"Y","RL","Lvl","1Fam","Gd","Typ"
174000,12589,742,6,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
154300,11600,1105,1,5,2,1960,"Y","RL","Lvl","Duplex","TA","Typ"
88000,6120,768,7,3,1,1925,"Y","RM","Lvl","1Fam","TA","Other"
145000,6270,1001,8,4,2,1949,"Y","Other","HLS","Duplex","TA","Typ"
173733,3000,612,6,2,2,2009,"Y","Other","Lvl","TwnhsE","Gd","Typ"
135000,17140,1134,4,3,1,1956,"Y","RL","Lvl","1Fam","TA","Typ"
238000,13125,1104,11,4,2,1991,"Y","RL","Lvl","1Fam","Gd","Typ"
176500,11029,1184,5,3,1,1958,"Y","RL","Lvl","1Fam","Other","Other"
201000,8462,928,7,3,2,1994,"Y","RL","Lvl","1Fam","Gd","Typ"
169990,10237,1316,10,3,2,2005,"Y","RL","Lvl","1Fam","Gd","Typ"
207500,10240,1686,5,3,2,1980,"Y","RL","Lvl","1Fam","TA","Typ"
285000,11999,1181,5,4,2,2003,"Y","RL","Lvl","1Fam","Gd","Typ"
176000,9900,832,4,4,2,1968,"Y","RL","Lvl","1Fam","TA","Typ"
236500,11838,1753,6,3,2,2001,"Y","RL","Lvl","1Fam","Gd","Typ"
222000,13006,964,11,4,2,1997,"Y","RL","Lvl","1Fam","TA","Typ"
201000,8925,1466,7,3,2,2007,"Y","RL","HLS","1Fam","Gd","Typ"
190000,8487,1500,8,3,2,2004,"Y","RL","Lvl","1Fam","Gd","Typ"
242000,27650,585,11,4,2,1960,"Y","RL","HLS","1Fam","TA","Typ"
79900,5825,600,6,1,1,1926,"Y","RL","Lvl","1Fam","TA","Typ"
244400,24090,1032,6,4,2,1940,"Y","RL","Lvl","1Fam","TA","Typ"
